customer,surname,givenName,email,country,stateCode,state,city,streetAddress,latitude,longitude,claimAmount,response,coverage,education,effectiveToDate,employmentStatus,gender,income,locationCode,maritalStatus,monthlyPremiumAuto,monthsSinceLastClaim,monthsSincePolicyInception,numberOfOpenComplaints,numberOfPolicies,policyType,policy,claimReason,salesChannel,totalClaimAmount,vehicleClass,vehicleSize,vehicle
AH41065,Witcher,Steve,SteveSWitcher@gustr.com,US,NY,New York,Penn Yan,674 Plainfield Avenue,42.676845,-76.938218,1894.326899,No,Extended,High School or Below,8/8/16,Employed,M,58851,Suburban,Married,79,11,33,1,2,Personal Auto,Personal L1,Hail,Web,494.187643,Four-Door Car,Medsize,1996 Land Rover Discovery
AH41449,Lopez,Emery,EmeryDLopez@teleworm.us,US,FL,Florida,Pensacola,4632 Morgan Street,30.550376,-87.115041,790.7133288,No,Basic,College,9/19/16,Employed,M,24666,Rural,Married,101,32,51,0,3,Personal Auto,Personal L2,Scratch/Dent,Branch,151.835574,Sports Car,Medsize,2010 Hyundai Atos
AH53588,McDowell,Lee,LeeJMcDowell@rhyta.com,US,LA,Louisiana,Lafayette,1890 Willow Oaks Lane,30.177468,-92.091273,463.654647,Yes,Basic,College,9/20/16,Retired,M,26802,Suburban,Married,66,7,43,1,5,Personal Auto,Personal L2,Hail,Agent,316.8,Two-Door Car,Medsize,1995 BMW Just 4
AH55475,Rector,Jeremiah,JeremiahLRector@superrito.com,US,NH,New Hampshire,Lancaster,3983 Milford Street,44.456649,-71.626528,3305.326869,No,Extended,College,10/11/16,Employed,M,44246,Suburban,Married,122,1,18,3,2,Personal Auto,Personal L2,Collision,Web,585.6,SUV,Small,2004 Volvo S80
AH58807,Williams,Louise,LouiseJWilliams@armyspy.com,US,MO,Missouri,Saint Louis,4733 Cottrill Lane,38.656874,-90.284759,5142.624815,No,Basic,College,12/23/16,Employed,F,84650,Urban,Married,185,13,39,3,2,Personal Auto,Personal L2,Collision,Agent,660.474274,Luxury Car,Medsize,2007 Mercedes-Benz Viano
AH65907,Jones,Jayne,JayneRJones@einrot.com,US,CO,Colorado,Denver,4498 Sampson Street,39.854202,-105.094025,285.940857,No,Basic,Bachelor,9/28/16,Employed,F,51790,Suburban,Married,71,12,43,0,1,Personal Auto,Personal L3,Hail,Agent,340.8,Four-Door Car,Large,2011 Mazda RX-8
AH84063,Trahan,Marilyn,MarilynETrahan@cuvox.de,US,OK,Oklahoma,Nowata,3419 Henry Ford Avenue,36.665465,-95.583608,471.9450052,No,Extended,College,8/10/16,Employed,F,89642,Rural,Married,121,11,20,4,1,Corporate Auto,Corporate L3,Scratch/Dent,Call Center,86.320022,SUV,Medsize,1995 Hyundai Lantra
AH89786,Wallace,William,WilliamLWallace@teleworm.us,US,TX,Texas,Austin,461 Brentwood Drive,30.1558,-97.79686,217.4111987,No,Basic,High School or Below,8/19/16,Retired,M,16997,Suburban,Married,65,35,62,3,1,Personal Auto,Personal L1,Hail,Branch,468,Two-Door Car,Medsize,2009 Land Rover Range Rover Sport
AH92481,Marshall,Maria,MariaKMarshall@gustr.com,US,CA,California,Los Angeles,2404 Norman Street,33.947046,-118.172609,467.3196379,No,Basic,College,11/14/16,Employed,F,53219,Suburban,Married,117,24,36,0,1,Corporate Auto,Corporate L3,Collision,Call Center,561.6,SUV,Medsize,1999 Toyota Picnic
AH97088,Parker,Raymond,RaymondMParker@superrito.com,US,IL,Illinois,Chicago,3838 Pringle Drive,41.947329,-87.666647,780.3503824,No,Extended,High School or Below,9/25/16,Employed,M,84417,Rural,Divorced,98,5,32,0,7,Personal Auto,Personal L2,Other,Agent,139.714897,Two-Door Car,Medsize,2008 Hyundai Azera
AH99727,McCaleb,Kelli,KelliMMcCaleb@superrito.com,US,AZ,Arizona,Phoenix,970 Burnside Court,33.449775,-111.98433,562.3314472,No,Basic,Bachelor,9/16/16,Disabled,F,11612,Suburban,Married,71,20,92,0,5,Personal Auto,Personal L3,Hail,Branch,340.8,Four-Door Car,Medsize,2012 BMW 1 Series
AI11191,Belanger,Laura,LauraGBelanger@teleworm.us,US,MA,Massachusetts,Whitman,621 Randolph Street,42.009753,-70.929774,422.8248035,No,Basic,High School or Below,11/11/16,Employed,F,77853,Rural,Single,106,12,76,0,1,Personal Auto,Personal L2,Collision,Branch,165.237444,SUV,Medsize,2006 Mercury Mariner
AI14767,Golder,Barbara,BarbaraJGolder@rhyta.com,US,IL,Illinois,Chicago,3400 Victoria Street,42.051169,-87.879056,4068.853442,No,Basic,High School or Below,8/22/16,Employed,F,37455,Suburban,Married,114,13,57,0,2,Personal Auto,Personal L3,Other,Call Center,547.2,SUV,Small,2006 Toyota Hilux
AI16519,Fabian,Steven,StevenSFabian@cuvox.de,US,VA,Virginia,Roanoke,4361 Hurry Street,37.334071,-79.883899,487.761238,No,Basic,High School or Below,8/11/16,Unemployed,M,0,Suburban,Married,66,4,30,0,5,Personal Auto,Personal L3,Hail,Agent,420.39344,Two-Door Car,Medsize,2012 Lexus RX
AI47152,Patterson,Eileen,EileenDPatterson@superrito.com,US,TX,Texas,Grandview,2235 Baker Avenue,32.344897,-97.095442,799.2779105,No,Basic,College,12/24/16,Employed,F,35434,Urban,Married,66,19,26,0,2,Personal Auto,Personal L2,Hail,Agent,297.051768,Four-Door Car,Medsize,2012 Mitsubishi Lancer
AI49188,Gerstner,Ying,YingCGerstner@jourrapide.com,US,WA,Washington,Seattle,2165 Conifer Drive,47.59023,-122.261013,1288.743165,No,Premium,Bachelor,8/13/16,Employed,F,48767,Suburban,Married,108,18,38,0,2,Personal Auto,Personal L3,Collision,Agent,566.472247,Two-Door Car,Medsize,2009 Jaguar XJ
AI49712,Hooten,Cindy,CindyDHooten@rhyta.com,US,AK,Alaska,Crooked Creek,2270 Blackwell Street,61.935664,-157.967722,259.3897887,No,Basic,High School or Below,9/28/16,Unemployed,F,0,Suburban,Single,72,31,99,0,1,Personal Auto,Personal L1,Scratch/Dent,Call Center,345.6,Four-Door Car,Large,1996 Lexus FLV
AI58313,Piggott,Saundra,SaundraDPiggott@rhyta.com,US,FL,Florida,Jacksonville,4679 Spirit Drive,30.363503,-81.61591,3694.606393,No,Basic,College,11/28/16,Employed,F,75425,Suburban,Divorced,116,25,88,1,2,Personal Auto,Personal L3,Hail,Call Center,663.643801,Sports Car,Medsize,1994 BMW 316
AI58500,Powell,Michelle,MichelleCPowell@armyspy.com,US,CA,California,Fresno,2004 Chicago Avenue,36.632441,-119.797321,268.916845,No,Basic,College,12/5/16,Employed,F,26554,Suburban,Married,68,18,86,1,1,Personal Auto,Personal L2,Scratch/Dent,Web,391.687368,Two-Door Car,Small,2002 Land Rover Range Rover
AI61368,Bernal,Caitlin,CaitlinRBernal@gustr.com,US,AR,Arkansas,Little Rock,1177 Arlington Avenue,34.720598,-92.450877,1765.196339,No,Extended,High School or Below,8/14/16,Medical Leave,F,22510,Suburban,Single,95,19,48,0,2,Personal Auto,Personal L3,Collision,Web,456,Four-Door Car,Small,2015 Kia Soul EV
AI74959,Gomez,Marvin,MarvinGGomez@teleworm.us,US,IL,Illinois,Stlouis,3945 Eagle Street,38.881168,-90.066951,393.3813993,Yes,Basic,High School or Below,11/29/16,Employed,M,25927,Suburban,Single,103,6,20,0,1,Personal Auto,Personal L3,Hail,Web,674.973614,SUV,Medsize,1993 Volkswagen Caravelle
AI85843,Schreiber,Katherine,KatherineJSchreiber@superrito.com,US,MI,Michigan,Detroit,4582 State Street,42.379068,-83.159071,675.6651404,No,Extended,Master,8/6/16,Employed,F,33288,Urban,Married,86,1,27,2,9,Personal Auto,Personal L3,Collision,Branch,221.856184,Four-Door Car,Medsize,2011 Mercury Mariner
AJ32539,Jacobs,Kyle,KyleMJacobs@teleworm.us,US,NJ,New Jersey,Camden,2511 American Drive,39.933241,-75.202257,282.9312319,No,Basic,Bachelor,9/8/16,Employed,M,25860,Suburban,Married,72,12,46,0,1,Personal Auto,Personal L3,Hail,Web,345.6,Four-Door Car,Medsize,1993 Innocenti Koral
AJ58038,Adams,Janet,JanetRAdams@jourrapide.com,US,SC,South Carolina,Columbia,2291 Still Pastures Drive,33.952076,-81.19912,239.6219292,Yes,Basic,Bachelor,9/17/16,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Corporate Auto,Corporate L1,Hail,Call Center,433.160284,Four-Door Car,Large,1993 Opel Monterey
AJ69060,Hernandez,Dennis,DennisLHernandez@superrito.com,US,IN,Indiana,Terre Haute,3600 Charack Road,39.425158,-87.337498,1426.091441,No,Extended,College,10/4/16,Unemployed,M,0,Rural,Married,99,2,30,0,2,Personal Auto,Personal L1,Other,Branch,204.121476,Two-Door Car,Medsize,2005 Subaru Traviq
AJ69778,Nelson,Virginia,VirginiaMNelson@einrot.com,US,MN,Minnesota,Minneapolis,3586 Sardis Station,44.922383,-93.334255,651.4430592,No,Extended,High School or Below,8/12/16,Employed,F,77135,Rural,Divorced,84,3,37,3,8,Personal Auto,Personal L3,Hail,Web,98.372265,Four-Door Car,Medsize,2015 Jaguar F-TYPE
AJ89107,Gates,John,JohnEGates@teleworm.us,US,IN,Indiana,Fort Wayne,4322 Pearcy Avenue,41.16123,-85.337711,734.932849,No,Extended,High School or Below,11/26/16,Employed,M,27072,Suburban,Married,93,24,27,0,8,Personal Auto,Personal L3,Other,Branch,565.336931,Four-Door Car,Large,2003 Skoda Superb
AJ89108,Flores,Gloria,GloriaKFlores@rhyta.com,US,TN,Tennessee,Arlington,4696 Mapleview Drive,35.271765,-89.722383,1100.913049,Yes,Premium,Bachelor,11/29/16,Employed,F,51643,Suburban,Single,283,16,43,0,1,Personal Auto,Personal L3,Hail,Agent,1358.4,Luxury Car,Medsize,2002 Honda CR-V
AK11669,Lee,Ana,AnaRLee@superrito.com,US,MN,Minnesota,Saint Cloud,3853 Brighton Circle Road,45.527069,-94.228484,1013.093442,No,Extended,Doctor,10/1/16,Employed,F,59232,Suburban,Divorced,85,6,75,0,2,Corporate Auto,Corporate L3,Scratch/Dent,Branch,408,Two-Door Car,Medsize,2010 Honda Insight
AK11719,Coble,Michael,MichaelKCoble@cuvox.de,US,FL,Florida,Orlando,1468 Ocala Street,28.423017,-81.438225,227.230731,No,Basic,Master,12/7/16,Unemployed,M,0,Urban,Single,64,35,59,0,1,Corporate Auto,Corporate L3,Scratch/Dent,Agent,286.124652,Four-Door Car,Medsize,1997 Suzuki Samurai
AK17025,Reed,Sean,SeanJReed@dayrep.com,US,CA,California,Alameda,1895 Green Avenue,37.843288,-122.179203,580.1828142,No,Extended,Bachelor,12/11/16,Unemployed,M,0,Suburban,Single,83,17,28,0,4,Personal Auto,Personal L2,Collision,Branch,597.6,Four-Door Car,Medsize,2004 Italdesign Volta
AK44985,Rew,Virginia,VirginiaMRew@armyspy.com,US,WI,Wisconsin,Wausau,850 Abner Road,45.046404,-89.687966,385.3473448,No,Basic,College,8/29/16,Unemployed,F,0,Suburban,Single,110,13,3,0,1,Personal Auto,Personal L2,Collision,Agent,792,SUV,Large,2003 Holden Zafira
AK46006,Strange,Travis,TravisVStrange@fleckens.hu,US,CA,California,San Francisco,2357 Harrison Street,37.802598,-122.518757,3629.314678,No,Extended,Bachelor,11/14/16,Medical Leave,M,18047,Suburban,Married,242,5,50,0,2,Personal Auto,Personal L1,Collision,Call Center,1350.379181,Luxury SUV,Medsize,2001 Ford Puma
AK54675,Barthel,Christi,ChristiOBarthel@teleworm.us,US,FL,Florida,Pompano Beach,3552 Everette Alley,26.209494,-80.007728,553.5963648,No,Extended,Bachelor,10/7/16,Employed,F,84863,Suburban,Divorced,138,28,40,0,1,Corporate Auto,Corporate L2,Other,Call Center,691.697458,SUV,Large,2000 Daihatsu Terios
AK59340,Walker,Gregg,GreggCWalker@fleckens.hu,US,WI,Wisconsin,Milwaukee,1592 Grant View Drive,43.085999,-87.99012,560.1138061,No,Basic,High School or Below,10/19/16,Employed,M,42360,Rural,Single,71,29,62,0,8,Corporate Auto,Corporate L3,Collision,Branch,99.509191,Four-Door Car,Medsize,2010 Honda Legend
AK61491,Guerra,Edward,EdwardSGuerra@dayrep.com,US,MI,Michigan,Saginaw,4100 Hart Ridge Road,43.351277,-83.880522,249.1317024,Yes,Basic,Doctor,10/16/16,Employed,M,36631,Rural,Divorced,62,30,77,0,1,Personal Auto,Personal L3,Collision,Agent,67.530904,Four-Door Car,Large,2012 Buick LaCrosse
AK72422,O'Connor,Donnie,DonnieLOConnor@armyspy.com,US,CO,Colorado,Denver,3595 McKinley Avenue,39.57246,-104.83545,2904.971315,No,Premium,College,11/1/16,Disabled,M,21070,Suburban,Divorced,195,6,47,0,2,Corporate Auto,Corporate L3,Collision,Call Center,1404,Sports Car,Small,2004 Toyota Avalon
AK90865,Leger,Nellie,NellieJLeger@fleckens.hu,US,MN,Minnesota,Mora,1693 Progress Way,45.956613,-93.273403,820.7858272,No,Basic,High School or Below,9/11/16,Unemployed,F,0,Suburban,Single,110,16,17,0,5,Special Auto,Special L2,Hail,Agent,686.90827,Sports Car,Medsize,2012 Audi S7
AL21967,Weiss,Arthur,ArthurVWeiss@teleworm.us,US,ID,Idaho,Kellogg,2902 Walnut Avenue,47.616593,-116.167405,1017.147779,No,Extended,Master,11/14/16,Employed,M,74243,Rural,Married,84,34,2,0,2,Corporate Auto,Corporate L2,Other,Call Center,71.311211,Four-Door Car,Medsize,1992 Mazda 121
AL27471,Boyd,Manuel,ManuelLBoyd@dayrep.com,US,CA,California,Morgan Hill,3463 Black Oak Hollow Road,37.145616,-121.73909,391.1118202,No,Extended,Doctor,9/20/16,Employed,M,30821,Urban,Married,97,27,59,0,1,Personal Auto,Personal L3,Hail,Web,451.319227,Four-Door Car,Medsize,2011 Nissan Pixo
AL35726,Redfield,Maida,MaidaWRedfield@armyspy.com,US,VA,Virginia,Richmond,4653 Fleming Way,37.510662,-77.56702,374.6751625,Yes,Extended,College,11/9/16,Employed,F,41479,Rural,Married,94,14,38,1,1,Personal Auto,Personal L2,Hail,Call Center,19.575683,Two-Door Car,Large,1998 Acura SLX
AL43475,Ziegler,Latricia,LatriciaTZiegler@armyspy.com,US,PA,Pennsylvania,Pittston,1559 Stoney Lonesome Road,41.219066,-75.799075,737.3225991,No,Basic,College,9/8/16,Employed,F,44938,Suburban,Married,183,7,37,0,1,Personal Auto,Personal L3,Hail,Branch,2069.309854,Luxury Car,Large,1998 Isuzu Hombre
AL43715,Bates,Ben,BenABates@dayrep.com,US,CA,California,San Ramon,4430 Water Street,37.735419,-121.977703,831.0704732,No,Premium,Master,11/10/16,Employed,M,67541,Rural,Married,104,10,45,0,6,Personal Auto,Personal L3,Other,Agent,203.886869,Four-Door Car,Medsize,2001 Nissan Bluebird
AL46984,Reynolds,William,WilliamDReynolds@jourrapide.com,US,MI,Michigan,Grand Rapids,3850 Cottonwood Lane,42.844022,-85.453343,873.0421977,No,Basic,High School or Below,8/25/16,Employed,M,43259,Suburban,Married,73,12,18,0,2,Personal Auto,Personal L2,Collision,Branch,350.4,Four-Door Car,Medsize,2012 Subaru Tribeca
AL50693,Manion,Christopher,ChristopherFManion@fleckens.hu,US,WY,Wyoming,Mountain View,4249 Arbor Court,41.289951,-110.453942,356.7503755,Yes,Basic,Bachelor,11/5/16,Unemployed,M,0,Suburban,Married,102,28,11,0,1,Corporate Auto,Corporate L2,Hail,Agent,660.430456,SUV,Medsize,2008 Volvo S40
AL78075,Hines,Allen,AllenAHines@armyspy.com,US,LA,Louisiana,Thibodaux,1540 Bassel Street,29.787432,-90.890067,381.0238281,No,Premium,High School or Below,10/1/16,Unemployed,M,0,Suburban,Single,108,7,57,0,1,Personal Auto,Personal L2,Hail,Branch,777.6,Four-Door Car,Medsize,1996 Renault Spider
AL95338,Trudeau,Tonja,TonjaGTrudeau@dayrep.com,US,AL,Alabama,Montgomery,2206 Willow Greene Drive,32.364612,-86.178174,667.9139606,No,Extended,High School or Below,8/20/16,Unemployed,F,0,Suburban,Single,91,3,94,0,5,Personal Auto,Personal L2,Collision,Agent,655.2,Four-Door Car,Medsize,2007 Chevrolet TrailBlazer
AL96740,Brand,Christine,ChristineCBrand@gustr.com,US,TX,Texas,Lubbock,318 Emma Street,33.585591,-101.768901,290.3939763,No,Basic,College,11/13/16,Employed,F,67763,Rural,Married,73,17,69,1,1,Personal Auto,Personal L3,Collision,Agent,59.861963,Four-Door Car,Medsize,1998 Holden Statesman
AM17304,Potter,Debra,DebraEPotter@cuvox.de,US,NV,Nevada,Las Vegas,80 Hiney Road,36.115499,-115.078561,721.8375778,No,Extended,Master,10/15/16,Employed,F,45356,Suburban,Single,90,31,30,0,3,Personal Auto,Personal L3,Hail,Call Center,462.043003,Four-Door Car,Medsize,1994 Renault Modus
AM26598,Irvin,Agnes,AgnesBIrvin@armyspy.com,US,KY,Kentucky,Eminence,749 Karen Lane,38.375963,-85.099115,291.3493264,No,Basic,College,8/16/16,Employed,F,89672,Urban,Married,72,7,92,0,1,Personal Auto,Personal L3,Hail,Agent,309.568636,Four-Door Car,Medsize,2009 Tata Indica
AM26717,Snow,Steven,StevenRSnow@gustr.com,US,WV,West Virginia,Falling Waters,372 Tavern Place,39.506604,-77.9118,312.3080994,Yes,Basic,Bachelor,10/5/16,Unemployed,M,0,Suburban,Married,101,1,83,4,1,Personal Auto,Personal L1,Collision,Agent,960.115399,SUV,Large,2005 Dodge Grand Caravan
AM28777,Zalewski,Sarah,SarahJZalewski@gustr.com,US,IN,Indiana,Danville,3574 Stewart Street,39.801506,-86.506523,270.7429536,No,Basic,College,9/7/16,Employed,F,51455,Rural,Married,67,16,85,0,1,Personal Auto,Personal L1,Hail,Agent,11.046789,Four-Door Car,Medsize,2003 Ford Model U
AM29546,Morgan,Thomas,ThomasAMorgan@dayrep.com,US,CA,California,Pleasanton,866 Park Street,37.659839,-121.949792,522.503143,No,Basic,College,11/30/16,Employed,M,57733,Suburban,Married,66,24,66,0,5,Personal Auto,Personal L2,Other,Call Center,393.528054,Two-Door Car,Medsize,2001 Toyota Brevis
AM30008,Tyson,Elvin,ElvinSTyson@teleworm.us,US,TX,Texas,Hewitt,1109 Hill Haven Drive,31.3608,-97.238185,1413.112134,No,Basic,High School or Below,8/21/16,Employed,M,28327,Suburban,Single,185,29,26,0,3,Personal Auto,Personal L2,Other,Web,888,Luxury Car,Medsize,2001 Lotus Elise
AM32820,Calvert,Paul,PaulRCalvert@rhyta.com,US,TN,Tennessee,Springfield,2520 Wilkinson Street,36.458539,-86.940201,370.9919724,No,Basic,Bachelor,10/10/16,Unemployed,M,0,Suburban,Single,112,13,33,0,1,Personal Auto,Personal L2,Hail,Agent,1082.898726,SUV,Medsize,2007 Ford Ikon
AM34581,Redford,James,JamesMRedford@einrot.com,US,HI,Hawaii,Koloa,1379 Randall Drive,21.864763,-159.57258,668.0146801,No,Extended,Bachelor,12/2/16,Employed,F,24432,Rural,Married,87,19,44,3,6,Corporate Auto,Corporate L2,Hail,Branch,71.10847,Two-Door Car,Medsize,2007 Ford Fusion
AM36670,Cline,Sherry,SherryRCline@gustr.com,US,OH,Ohio,Ashland,978 Olive Street,40.837378,-82.407214,499.7780688,No,Basic,College,11/10/16,Employed,F,54827,Rural,Single,64,17,88,0,3,Personal Auto,Personal L3,Collision,Branch,132.947215,Four-Door Car,Large,2001 Toyota Brevis
AM52614,Sturgis,Joyce,JoyceKSturgis@einrot.com,US,MA,Massachusetts,Waltham,3434 Burke Street,42.366297,-71.146067,447.745201,No,Basic,Bachelor,11/24/16,Employed,F,41402,Suburban,Divorced,119,26,26,4,1,Personal Auto,Personal L2,Hail,Branch,571.2,Sports Car,Medsize,2003 Kia Visto
AM53473,Henry,Lisa,LisaJHenry@einrot.com,US,PA,Pennsylvania,Little Meadows,4080 Coal Road,41.941392,-76.052189,582.1787383,No,Basic,Bachelor,9/3/16,Employed,F,60087,Suburban,Single,74,21,23,0,3,Special Auto,Special L3,Collision,Agent,355.2,Four-Door Car,Small,2009 Audi S8
AM57175,Thompson,Lynette,LynetteTThompson@dayrep.com,US,TX,Texas,Longview,1359 Grant Street,32.564011,-94.610202,1500.084238,No,Extended,High School or Below,11/16/16,Employed,F,62473,Suburban,Divorced,76,6,70,1,2,Personal Auto,Personal L3,Collision,Branch,507.560729,Four-Door Car,Small,2003 Mercury Sable
AM72411,Lee,Sean,SeanALee@armyspy.com,US,NJ,New Jersey,Teterboro,2586 Red Bud Lane,40.874272,-74.138324,227.9696801,No,Basic,High School or Below,12/22/16,Medical Leave,M,23253,Suburban,Divorced,61,20,49,0,1,Personal Auto,Personal L1,Hail,Branch,292.8,Two-Door Car,Medsize,2011 Land Rover LR2
AM79057,Smith,Karen,KarenDSmith@dayrep.com,US,CT,Connecticut,New Haven,2828 School Street,41.271919,-72.875461,228.791729,No,Basic,Bachelor,11/19/16,Employed,F,69024,Urban,Married,61,27,32,5,1,Personal Auto,Personal L2,Hail,Web,238.530745,Four-Door Car,Medsize,2005 Alfa Romeo 8C Competizione
AM88377,Lin,Betty,BettyLLin@superrito.com,US,OR,Oregon,Salem,2375 Godfrey Street,44.905487,-122.938268,504.9765309,No,Basic,Bachelor,9/4/16,Retired,F,10180,Suburban,Married,65,17,99,0,4,Corporate Auto,Corporate L2,Collision,Branch,455.654032,Two-Door Car,Medsize,2004 Holden Monaro
AM89558,Arnold,Howard,HowardDArnold@einrot.com,US,WA,Washington,Olympia,284 Terra Street,46.972959,-122.817984,463.654647,Yes,Basic,College,8/31/16,Retired,M,26802,Suburban,Married,66,7,43,1,5,Corporate Auto,Corporate L3,Hail,Agent,316.8,Two-Door Car,Medsize,2003 Toyota Corolla
AM92343,Ball,Dorothy,DorothyWBall@fleckens.hu,US,MO,Missouri,Excelsior Springs,3602 White Oak Drive,39.332535,-94.231355,1159.950219,No,Extended,High School or Below,9/11/16,Employed,F,67616,Urban,Married,96,25,17,0,2,Personal Auto,Personal L3,Scratch/Dent,Agent,340.306584,Four-Door Car,Medsize,2002 Holden Cruze
AM94127,Rivers,John,JohnJRivers@fleckens.hu,US,NY,New York,New York,2316 Shinn Street,40.71075,-74.062508,515.7642282,No,Basic,College,8/14/16,Employed,M,93303,Rural,Single,65,11,96,0,5,Corporate Auto,Corporate L3,Collision,Branch,40.757983,Four-Door Car,Medsize,2003 Kia Retona
AM97901,Nestor,Marilyn,MarilynDNestor@dayrep.com,US,CA,California,Santa Monica,3455 Armbrester Drive,33.955747,-118.554002,2298.615393,No,Premium,College,12/10/16,Employed,F,84831,Suburban,Single,192,13,37,0,2,Special Auto,Special L1,Collision,Branch,1336.931716,Sports Car,Medsize,2001 De Tomaso Guara
AM99192,Lebrun,Robert,RobertSLebrun@gustr.com,US,OH,Ohio,Cincinnati,1316 Goldie Lane,39.31433,-84.525614,906.1951591,No,Basic,College,8/14/16,Employed,M,42743,Rural,Married,117,5,86,1,6,Personal Auto,Personal L3,Collision,Call Center,101.288057,SUV,Medsize,2001 Renault Twingo
AN21193,Conde,Diana,DianaDConde@teleworm.us,US,AL,Alabama,Huntsville,4678 Maple Lane,34.7272,-86.539506,693.3335325,No,Basic,Bachelor,8/9/16,Unemployed,F,0,Suburban,Single,70,19,66,1,2,Personal Auto,Personal L3,Hail,Agent,504,Four-Door Car,Medsize,2014 Ford Fusion Hybrid
AN32867,Jackson,Craig,CraigYJackson@dayrep.com,US,MO,Missouri,Columbia,4924 Maple Court,38.870307,-92.16929,312.4933827,No,Extended,Bachelor,10/23/16,Employed,M,81285,Suburban,Single,81,18,2,2,1,Personal Auto,Personal L3,Collision,Branch,441.765368,Four-Door Car,Medsize,2004 Hyundai Sonata
AN36757,Whitmarsh,Von,VonFWhitmarsh@rhyta.com,US,NY,New York,Parish,3217 Plainfield Avenue,43.337576,-76.106813,2205.600496,No,Extended,Master,12/6/16,Employed,M,66851,Urban,Married,92,10,70,2,2,Personal Auto,Personal L3,Hail,Branch,408.550442,Four-Door Car,Medsize,2015 smart fortwo
AN47199,Hall,Lila,LilaWHall@einrot.com,US,IL,Illinois,Chicago,2668 Oakmound Drive,41.696032,-87.588251,885.8352032,No,Extended,College,11/21/16,Unemployed,F,0,Rural,Married,80,6,28,0,2,Personal Auto,Personal L2,Collision,Agent,81.255741,Two-Door Car,Large,2000 Cadillac Catera
AN53225,Stanley,Gregory,GregoryKStanley@armyspy.com,US,CA,California,Delano,4648 Atha Drive,35.739066,-119.295162,2467.265531,No,Extended,High School or Below,9/17/16,Unemployed,M,0,Suburban,Single,76,8,77,0,2,Personal Auto,Personal L1,Collision,Agent,364.8,Two-Door Car,Medsize,2014 Hyundai Santa Fe
